user,reaction_speed(in_ms),type_of_activation
User3,464,light
User5,508,light
User1,776,light
User3,219,light
User4,569,shock
User2,962,shock
User4,648,shock
User5,429,shock
User5,175,light
User3,929,shock
User4,834,sound
User1,171,shock
User1,731,light
User3,401,light
User2,279,shock
User4,805,shock
User1,511,sound
User2,487,shock
User2,625,light
User5,392,light
User5,950,light
User2,904,light
User1,750,sound
User2,629,sound
User2,264,shock
User4,909,shock
User5,573,light
User2,653,shock
User4,121,shock
User1,579,light
User5,87,light
User4,520,shock
User1,388,shock
User4,4,shock
User1,751,light
User4,449,light
User4,197,shock
User4,8,light
User5,64,shock
User2,795,light
User4,160,shock
User5,976,light
User5,463,light
User2,644,shock
User2,359,sound
User5,628,sound
User2,411,sound
User2,218,sound
User5,662,sound
User3,575,light
User4,693,light
User5,507,sound
User3,750,light
User1,137,sound
User4,791,light
User3,63,shock
User3,335,shock
User3,305,shock
User3,879,shock
User2,999,sound
User3,245,sound
User3,932,sound
User1,14,shock
User3,568,sound
User4,68,shock
User2,433,light
User1,770,light
User1,201,light
User2,969,light
User4,595,light
User1,936,light
User5,847,sound
User3,517,shock
User4,773,light
User3,944,sound
User1,182,light
User2,826,sound
User2,203,light
User5,722,light
User3,480,light
User2,672,light
User2,528,light
User2,7,shock
User4,501,shock
User3,482,light
User1,418,sound
User5,710,light
User2,284,light
User3,2,sound
User3,754,shock
User2,119,sound
User4,46,light
User5,21,light
User2,7,shock
User4,998,sound
User4,608,light
User2,141,sound
User4,384,light
User4,832,sound
User2,801,shock
User2,238,sound
User4,802,sound
User4,92,light
User2,159,shock
User4,47,shock
User3,155,shock
User5,968,sound
User1,294,sound
User5,187,sound
User2,109,shock
User2,578,shock
User1,139,shock
User1,578,light
User1,261,light
User5,570,shock
User4,777,sound
User4,12,shock
User1,229,shock
User2,353,shock
User4,474,light
User4,858,light
User5,506,shock
User1,145,shock
User1,853,shock
User1,192,sound
User5,822,sound
User5,382,shock
User2,830,sound
User5,67,sound
User1,186,light
User3,868,light
User3,198,sound
User4,38,shock
User2,600,shock
User4,251,shock
User4,169,shock
User3,467,sound
User3,376,sound
User1,390,shock
User4,279,light
User5,123,light
User4,342,sound
User4,822,light
User3,674,shock
User4,241,shock
User3,87,sound
User3,130,shock
User1,963,sound
User5,649,shock
User2,108,shock
User1,36,light
User1,617,shock
User1,280,shock
User1,458,light
User1,584,sound
User2,198,sound
User3,748,light
User3,563,shock
User4,145,light
User2,219,light
User5,792,light
User2,247,shock
User4,558,sound
User4,74,shock
User3,340,light
User3,403,sound
User2,208,sound
User5,937,sound
User4,231,light
User1,736,light
User4,570,light
User4,532,shock
User5,490,sound
User4,912,light
User5,925,light
User5,698,shock
User1,113,sound
User1,610,sound
User5,390,sound
User3,764,sound
User1,718,shock
User2,59,shock
User5,384,light
User3,816,light
User1,318,sound
User4,727,shock
User3,304,sound
User2,364,light
User1,813,light
User3,972,shock
User4,865,sound
User5,135,shock
User2,841,light
User4,458,sound
User3,354,shock
User4,970,shock
User4,402,light
User5,32,sound
User2,825,light
User3,723,light
User3,95,light
User3,957,sound
User4,215,sound
User1,434,light
User2,794,shock
User2,289,sound
User3,834,sound
User5,946,light
User4,702,sound
User4,264,light
User1,991,sound
User2,53,light
User4,103,shock
User4,360,light
User3,682,shock
User1,736,sound
User2,675,light
User2,439,shock
User3,237,sound
User4,677,sound
User3,156,sound
User1,778,sound
User5,474,light
User4,336,shock
User2,415,shock
User3,401,light
User4,293,shock
User5,656,sound
User3,31,light
User3,944,light
User2,762,sound
User4,161,shock
User5,5,shock
User2,450,sound
User3,223,light
User5,869,light
User2,528,shock
User4,261,shock
User3,785,sound
User3,58,shock
User1,987,shock
User3,943,sound
User2,302,light
User5,994,sound
User1,468,sound
User3,194,sound
User2,239,sound
User4,470,sound
User1,92,sound
User1,210,sound
User1,549,shock
User5,391,shock
User4,787,sound
User2,926,sound
User2,838,light
User2,308,light
User1,203,sound
User5,507,light
User4,858,shock
User1,300,shock
User5,708,light
User2,718,shock
User4,306,shock
User5,71,sound
User5,23,light
User1,242,sound
User5,678,shock
User5,13,sound
User5,827,light
User2,126,light
User2,291,shock
User5,607,shock
User5,503,light
User5,232,shock
User2,241,shock
User3,452,light
User3,970,shock
User5,819,sound
User1,904,shock
User4,933,light
User5,538,light
User4,730,light
User1,959,shock
User3,127,light
User5,347,light
User5,984,sound
User3,304,shock
User3,44,shock
User3,601,light
User2,268,light
User3,714,shock
User4,584,shock
User5,805,sound
User5,900,shock
User3,654,light
User4,256,light
User5,229,sound
User3,737,sound
User1,948,light
User3,367,light
User3,108,shock
User3,88,shock
User3,910,sound
User3,494,light
User3,308,sound
User1,459,shock
User5,878,light
User3,187,shock
User5,580,light
User1,129,sound
User2,645,sound
User4,231,light
User2,539,light
User5,722,shock
User5,687,shock
User3,423,light
User1,254,sound
User5,667,light
User1,654,shock
User5,597,sound
User3,599,shock
User2,378,shock
User5,467,light
User5,685,light
User2,809,light
User4,773,shock
User1,76,sound
User5,47,shock
User2,383,shock
User2,561,shock
User3,343,shock
User3,749,shock
User2,230,light
User5,153,sound
User4,906,sound
User2,226,shock
User4,241,light
User5,358,sound
User5,296,shock
User1,624,light
User3,907,light
User2,317,light
User3,639,light
User2,93,light
User3,567,light
User5,612,sound
User1,304,sound
User1,701,shock
User5,473,shock
User2,29,light
User5,604,shock
User2,642,shock
User3,203,light
User4,767,shock
User3,143,shock
User1,948,shock
User3,800,shock
User1,772,light
User4,545,sound
User2,154,shock
User1,654,light
User4,10,sound
User5,342,sound
User2,411,sound
User3,230,shock
User4,11,light
User4,509,light
User5,197,light
User1,782,light
User3,990,sound
User1,817,sound
User1,220,shock
User5,637,shock
User5,787,light
User3,604,shock
User5,210,shock
User1,277,light
User3,644,light
User1,584,shock
User4,959,shock
User1,552,shock
User1,453,shock
User2,538,sound
User3,407,shock
User1,426,shock
User3,436,shock
User4,482,sound
User4,668,sound
User4,579,light
User3,553,light
User3,333,shock
User3,346,light
User3,820,light
User4,775,shock
User1,610,sound
User4,345,sound
User1,551,shock
User1,824,sound
User1,265,shock
User1,824,shock
User3,311,shock
User4,814,shock
User1,326,shock
User2,228,light
User1,247,sound
User5,263,sound
User2,671,sound
User3,154,sound
User4,851,sound
User1,199,sound
User2,598,light
User2,697,shock
User5,53,sound
User1,561,shock
User1,450,light
User2,570,shock
User3,494,light
User5,275,light
User2,169,shock
User5,12,shock
User3,644,shock
User3,610,light
User5,967,light
User1,522,shock
User3,617,shock
User4,296,sound
User5,197,sound
User1,740,shock
User3,837,sound
User2,948,sound
User2,801,light
User1,359,shock
User4,68,sound
User1,959,shock
User5,747,light
User3,991,light
User2,727,shock
User5,335,light
User1,66,sound
User3,967,sound
User4,756,light
User1,426,shock
User3,715,light
User5,505,light
User5,871,shock
User2,991,shock
User2,323,shock
User1,393,shock
User1,692,sound
User3,936,shock
User2,59,light
User2,158,sound
User1,391,shock
User5,999,shock
User2,238,sound
User5,19,shock
User4,291,shock
User4,28,light
User3,384,shock
User5,949,sound
User3,486,sound
User3,76,shock
User2,253,sound
User1,484,shock
User5,643,shock
User2,644,light
User4,591,shock
User3,913,shock
User5,260,shock
User2,961,light
User1,936,sound
User1,997,shock
User2,804,light
User3,233,shock
User2,487,light
User3,117,light
User4,798,sound
User5,763,sound
User1,325,sound
User5,153,sound
User3,588,light
User2,65,light
User5,766,light
User1,915,sound
User4,105,light
User3,893,light
User5,742,light
User5,681,sound
User4,695,light
User1,50,sound
User5,911,shock
User1,296,sound
User5,587,sound
User1,170,shock
User5,140,light
User4,501,shock
User2,792,shock
User5,411,sound
User4,143,shock
User4,37,light
User1,180,shock
User5,155,shock
User3,850,sound
User2,950,light
User5,274,shock
User1,647,light
User3,22,light
User2,831,shock
User2,285,light
User3,939,sound
User5,336,light
User2,734,light
User5,406,shock
User4,199,shock
User2,20,light
User2,371,shock
User5,184,light
User4,899,sound
User2,929,shock
User1,222,shock
User5,308,shock
User5,464,sound
User5,147,sound
User4,843,sound
User4,292,shock
User4,207,shock
User2,153,shock
User4,589,shock
User3,168,light
User1,174,sound
User2,264,light
User3,806,shock
User3,997,light
User4,458,sound
User3,395,light
User3,269,shock
User1,893,shock
User3,473,shock
User4,600,light
User5,659,light
User2,517,sound
User2,24,light
User4,587,sound
User1,648,shock
User5,551,light
User5,539,light
User4,905,light
User5,760,sound
User2,421,shock
User4,392,sound
User4,575,sound
User4,966,sound
User5,170,light
User3,499,light
User5,808,sound
User2,97,light
User3,997,light
User5,745,sound
User1,192,shock
User5,776,light
User5,387,light
User1,46,sound
User2,684,sound
User2,773,shock
User2,159,shock
User5,899,sound
User5,944,light
User1,380,light
User1,398,shock
User1,539,light
User3,397,sound
User5,333,light
User4,963,shock
User1,657,light
User1,704,shock
User5,220,light
User4,662,light
User4,459,sound
User1,746,sound
User3,753,shock
User4,697,shock
User3,501,sound
User2,101,light
User5,867,sound
User3,720,shock
User4,405,shock
User1,452,light
User5,603,shock
User2,135,shock
User5,355,sound
User4,380,light
User2,805,shock
User5,321,sound
User3,696,shock
User2,589,light
User1,922,sound
User1,520,light
User1,639,light
User5,281,shock
User1,354,shock
User3,120,sound
User5,618,light
User4,517,light
User5,689,sound
User1,407,sound
User5,922,shock
User4,123,light
User4,752,shock
User2,228,sound
User3,681,sound
User5,991,shock
User1,95,shock
User5,232,light
User1,615,light
User5,269,light
User1,398,shock
User1,406,light
User2,210,shock
User5,307,sound
User4,169,sound
User2,185,light
User4,378,light
User1,794,shock
User1,844,shock
User5,435,shock
User5,283,sound
User1,305,shock
User2,310,shock
User3,338,sound
User3,766,shock
User4,398,sound
User2,59,shock
User5,125,light
User3,121,shock
User1,544,shock
User2,419,light
User2,655,shock
User3,208,sound
User5,758,shock
User5,34,sound
User3,514,light
User5,645,sound
User1,288,sound
User5,297,light
User5,919,light
User2,104,light
User3,707,light
User1,103,shock
User4,329,sound
User1,554,sound
User4,571,light
User5,467,sound
User2,820,sound
User1,28,light
User4,866,light
User3,753,sound
User4,699,light
User1,28,shock
User2,218,sound
User5,388,light
User4,935,sound
User3,700,sound
User4,493,light
User3,526,light
User2,883,shock
User5,122,light
User4,411,sound
User2,667,light
User5,625,light
User4,427,light
User5,330,shock
User2,698,shock
User1,530,light
User5,338,sound
User2,443,shock
User1,800,shock
User3,919,light
User2,993,shock
User5,994,light
User4,967,sound
User4,233,shock
User2,341,sound
User2,295,sound
User3,40,sound
User5,381,sound
User4,664,light
User5,502,shock
User4,442,sound
User1,860,sound
User5,140,sound
User2,521,shock
User2,68,light
User4,950,shock
User1,157,shock
User3,953,sound
User5,488,light
User3,431,light
User4,208,light
User1,274,light
User4,561,sound
User1,443,shock
User4,888,light
User2,215,shock
User3,976,light
User5,679,sound
User1,75,sound
User2,807,shock
User1,661,shock
User4,615,sound
User1,305,shock
User1,736,light
User3,178,shock
User5,513,shock
User3,175,light
User3,139,shock
User3,897,shock
User1,957,shock
User1,159,shock
User5,776,sound
User4,57,shock
User4,848,light
User2,761,shock
User2,17,sound
User4,380,light
User5,716,light
User5,319,shock
User1,216,light
User3,747,shock
User1,216,sound
User4,357,light
User5,557,light
User4,662,shock
User4,801,shock
User4,205,shock
User2,242,shock
User2,367,sound
User2,814,shock
User1,505,shock
User1,244,sound
User3,521,shock
User5,651,shock
User2,403,shock
User4,448,light
User4,252,sound
User5,666,sound
User4,420,light
User4,712,sound
User3,796,sound
User4,301,sound
User3,285,shock
User4,724,light
User3,394,sound
User2,736,sound
User2,944,shock
User1,861,light
User2,216,sound
User2,656,light
User1,378,shock
User3,763,light
User3,599,shock
User5,464,sound
User5,802,light
User2,900,shock
User3,641,light
User2,601,shock
User3,543,sound
User1,359,shock
User4,901,light
User4,364,shock
User3,821,shock
User2,433,shock
User3,97,sound
User5,328,shock
User2,897,light
User4,825,sound
User4,792,shock
User2,524,light
User4,761,light
User3,88,shock
User5,504,shock
User1,730,shock
User4,546,light
User3,684,light
User4,667,shock
User1,829,shock
User2,93,sound
User1,146,shock
User1,448,light
User5,618,light
User3,781,sound
User3,194,sound
User1,814,sound
User2,6,light
User3,873,sound
User2,385,shock
User5,932,light
User3,860,sound
User5,672,light
User4,131,shock
User2,309,shock
User2,333,sound
User4,590,shock
User2,698,sound
User5,153,sound
User5,378,sound
User4,261,light
User4,575,shock
User4,855,light
User4,524,light
User3,223,sound
User2,126,light
User4,725,light
User3,280,shock
User2,28,sound
User1,614,sound
User3,800,sound
User3,897,sound
User5,766,shock
User5,269,light
User3,616,sound
User4,8,light
User1,548,sound
User5,371,shock
User1,619,light
User1,593,sound
User1,380,light
User1,640,sound
User5,340,shock
User1,219,sound
User3,658,sound
User1,947,shock
User1,231,sound
User2,394,light
User1,421,shock
User1,59,light
User1,180,shock
User5,701,shock
User3,139,light
User4,685,shock
User3,746,light
User3,211,sound
User4,807,light
User5,211,shock
User2,749,sound
User3,807,light
User3,827,sound
User1,421,sound
User5,372,light
User3,578,sound
User1,358,shock
User4,997,sound
User4,770,light
User2,829,shock
User5,477,shock
User2,287,shock
User4,42,shock
User4,303,light
User4,114,sound
User4,449,sound
User4,398,shock
User3,617,shock
User3,479,sound
User4,683,sound
User5,277,light
User1,419,light
User2,408,sound
User4,864,shock
User4,508,light
User1,407,shock
User2,845,shock
User4,501,shock
User4,628,light
User5,621,sound
User2,307,sound
User1,196,sound
User3,864,sound
User3,874,shock
User3,988,shock
User4,242,sound
User2,474,light
User5,155,light
User4,694,light
User1,940,shock
User2,314,shock
User4,525,sound
User3,939,light
User5,799,light
User4,778,sound
User4,738,sound
User5,777,light
User3,496,shock
User2,139,shock
User2,407,shock
User1,102,sound
User4,42,sound
User4,184,shock
User2,785,sound
User3,392,shock
User1,634,sound
User4,444,sound
User4,153,light
User4,143,sound
User5,181,shock
User2,550,shock
User1,242,sound
User5,302,sound
User3,976,shock
User5,312,sound
User1,776,shock
User3,425,sound
User4,154,shock
User2,435,shock
User1,182,light
User3,346,sound
User4,936,shock
User4,85,sound
User4,999,sound
User1,448,sound
User2,861,sound
User3,641,light
User4,394,light
User4,741,sound
User3,74,sound
User2,330,sound
User1,279,sound
User4,663,sound
User3,494,shock
User1,733,shock
User3,262,shock
User3,520,light
User1,394,shock
User5,601,sound
User2,302,sound
User5,712,sound
User4,505,shock
User5,207,light
User2,329,sound
User4,710,sound
User4,335,shock
User3,261,sound
User1,481,shock
User2,729,light
User5,640,sound
User1,853,sound
User2,656,light
User2,296,sound
User2,224,sound
User4,180,shock
User1,310,shock
User4,60,sound
User1,119,shock
User2,697,sound
User2,318,light
User2,620,shock
User1,920,shock
User4,379,light
User1,354,sound
User3,680,sound
User5,622,shock
User3,330,shock
User1,965,sound
User5,300,shock
User3,691,sound
User5,751,shock
User4,842,shock
User1,784,sound
User2,558,light
User5,844,light
User3,239,sound
User1,644,sound
User1,880,shock
User3,674,sound
User5,330,shock
User2,13,shock
User1,744,sound
User2,492,light
User4,702,shock
User1,93,light
User1,641,shock
User4,968,sound
User1,632,light
User1,51,light
User2,294,shock
User2,455,shock
User4,673,light
User5,631,light
User1,334,shock
User3,278,shock
User2,561,shock
User3,904,light
User4,468,sound
User2,624,light
User3,863,sound
User1,732,shock
User2,906,sound
User5,711,light
User3,779,shock
User2,776,shock
User5,798,shock
User1,857,shock
User1,692,light
User3,945,light
User5,997,light
User2,995,sound
User2,192,light
User3,650,light
User5,774,shock
